tweet,date
velvet underground,2020-05-17
cult,2020-05-17
,2020-05-17
,2020-05-17
foo fighter,2020-05-17
echo bunnymen,2020-05-17
,2020-05-17
dont get twofer,2020-05-16
thanks,2020-05-16
,2020-05-16
,2020-05-16
thank,2020-05-16
,2020-05-16
thanks think,2020-05-16
evenfall first sun set behind mountain turned look across plain darker sky opposite new star appeared horizon flashfiction sf,2020-05-16
indeed also excludes haskell clojure ironically enough,2020-05-16
wealth passed merit bad luck seen bad character ideologue justify punishing sick poor poverty neither crime character flaw stigmatise let people die struggle live sarah kendzior,2020-05-16
zameth,2020-05-15
yup linguistic perspective there clear ktlike boundary,2020-05-15
nice,2020-05-15
zameth match lit,2020-05-15
zameth wood piled petrol poured need someone shout vim emacs everything go flame,2020-05-15
java discussion divided three period beginning java java java didnt label ovidinspired age,2020-05-15
similar thing c couple decade back exe magazine early classic modern period c came added postmodern,2020-05-15
clock go forward everything become sharper sharper focus seems elude sharper colour colour glowing vibrant effervescent wrong flashfiction sf,2020-05-15
nice,2020-05-15
lot depends figuring goal goal team employed develop hardcore fp develop deployment jvm ecosystem second obviously real business situation there certainly context former may legit,2020-05-15
,2020-05-15
exactly issue didnt offer definition offered approach one thing true across case many paradigm type system one fixed defining characteristic relevant,2020-05-15
java instance introduced feature would odds dottedicrossedt explicitness java design philosophy java defining first main deviation thinking describing object foov would vein,2020-05-15
point lvti good one talking developer company february chatted idea language particular design characteristicsphilosophies evolve define era natural language eg modern v middle english,2020-05-15
given language design context set desire path first approach would guess closer natural java pursue line,2020-05-15
first principle must fool easiest person fool richard feynman,2020-05-15
necessary relevant point made although suspect may misinterpret intent,2020-05-15
quite probably yes,2020-05-15
clojure recur given clojure fp jvm would say tco critical defining characteristic may prevent fp language clean jvm implementation mean jvm cant handle fp concept,2020-05-15
said optimisation left open introduced introduced jit example generate specific code handle case,2020-05-15
problem tco misnomer merely optimisation presence absence would make real difference language erlang scheme necessary foundation optimisation,2020-05-15
either way type system key consistent feature except course strong view type model would exclude,2020-05-15
intensionally describing particular characteristic eg function first class extensionally enumerating language considered functional regardless purity lisp family haskell etc,2020-05-15
second point im interested type structural typing mind thinking specifically scala afield go c c structural hood c isnt suspect different challenge solution case,2020-05-15
original point still stand jvm limitation necessary extension im aware hold back fp java said im jvm expert could wrong,2020-05-15
first point acknowledge different question direction original point talking fp general java particular talking structural typing neither sufficient necessary fp define fp,2020-05-15
sorry meant reply sooner got lost busyness week,2020-05-15
bank know better government idea government control supply money largely myth counting debt promise repayment bet promise money bank greater responsibility creating money government,2020-05-15
,2020-05-15
indeed,2020-05-15
,2020-05-15
,2020-05-14
heard talk made available youtube,2020-05-14
worry,2020-05-14
yup zero didnt arrive europe around th century many implication many cultural system eg,2020-05-14
,2020-05-14
,2020-05-14
today family postlunch viewing tedx talk skill humor,2020-05-14
u quite annoying common mistaken assumption,2020-05-14
autoknowme point become well aware waking perfectly timed dreamless sleep never nightmare flashfiction sf,2020-05-14
occurs ive four story published im going post link per day take u end weekend,2020-05-14
,2020-05-14
ppe,2020-05-14
,2020-05-14
sorry sorry,2020-05-13
yes thank,2020-05-13
,2020-05-13
also june ill private client course plus possible public event related launch thing every java programmer know also another training course possibility pipeline detail follow,2020-05-13
next month here find online thth thth amp ndrd driving java code test course thth talk,2020-05-13
plus workshop one client workshop talk another thats something would work get touch,2020-05-13
find online rest month th meetup th wifi scifi rd hour java thth architecture agility,2020-05-13
,2020-05-13
paradigm like mixing desk many different aspect set different strengthslevels aspect may dominant characterising one paradigm another rarely exclusive paradigm,2020-05-13
everything oo many thing common many paradigm lambda example found across many paradigm exclusive fp true aspect eg data abstraction common oop adts,2020-05-13
today family postlunch viewing tedx talk super mario effect tricking brain learning,2020-05-12
mode,2020-05-12
youre welcome thank,2020-05-12
root,2020-05-12
thanks think,2020-05-12
mode,2020-05-12
,2020-05-12
,2020-05-12
,2020-05-12
mode,2020-05-12
live minute,2020-05-12
,2020-05-12
yes saw superb illustration morning nudged subject counterintuitive terminology inaccurate imprecise make perfect storm,2020-05-12
